Vivado Simulator 2017.2
Time resolution is 1 ps
 Block Memory Generator module loading initial data...
 Block Memory Generator data initialization complete.
Block Memory Generator module quartsin_tb.bram.inst.native_mem_module.blk_mem_gen_v8_3_6_inst is using a behavioral model for simulation which will not precisely model memory collision behavior.
		time,	CLK100MHZ,	addra,	douta
                   0,	0,		 0,	   0
                   1,	1,		 1,	   0
                   2,	0,		 1,	   0
                   3,	1,		 2,	   0
                   4,	0,		 2,	   0
                   5,	1,		 3,	   0
                   6,	0,		 3,	   0
                   7,	1,		 4,	   0
                   8,	0,		 4,	   0
                   9,	1,		 5,	   0
                  10,	0,		 5,	   0
                  11,	1,		 6,	   0
                  12,	0,		 6,	   0
                  13,	1,		 7,	   0
                  14,	0,		 7,	   0
                  15,	1,		 8,	   0
                  16,	0,		 8,	   0
                  17,	1,		 9,	   0
                  18,	0,		 9,	   0
                  19,	1,		10,	   0
                  20,	0,		10,	   0
                  21,	1,		11,	   0
                  22,	0,		11,	   0
                  23,	1,		12,	   0
                  24,	0,		12,	   0
                  25,	1,		13,	   0
                  26,	0,		13,	   0
                  27,	1,		14,	   0
                  28,	0,		14,	   0
                  29,	1,		15,	   0
                  30,	0,		15,	   0
                  31,	1,		16,	   0
                  32,	0,		16,	   0
                  33,	1,		17,	   0
                  34,	0,		17,	   0
                  35,	1,		18,	   0
                  36,	0,		18,	   0
                  37,	1,		19,	   0
                  38,	0,		19,	   0
                  39,	1,		20,	   0
                  40,	0,		20,	   0
                  41,	1,		21,	   0
                  42,	0,		21,	   0
                  43,	1,		22,	   0
                  44,	0,		22,	   0
                  45,	1,		23,	   0
                  46,	0,		23,	   0
                  47,	1,		24,	   0
                  48,	0,		24,	   0
                  49,	1,		25,	   0
                  50,	0,		25,	   0
                  51,	1,		26,	   0
                  52,	0,		26,	   0
                  53,	1,		27,	   0
                  54,	0,		27,	   0
                  55,	1,		28,	   0
                  56,	0,		28,	   0
                  57,	1,		29,	   0
                  58,	0,		29,	   0
                  59,	1,		30,	   0
                  60,	0,		30,	   0
                  61,	1,		31,	   0
                  62,	0,		31,	   0
                  63,	1,		32,	   0
                  64,	0,		32,	   0
                  65,	1,		33,	   0
                  66,	0,		33,	   0
                  67,	1,		34,	   0
                  68,	0,		34,	   0
                  69,	1,		35,	   0
                  70,	0,		35,	   0
                  71,	1,		36,	   0
                  72,	0,		36,	   0
                  73,	1,		37,	   0
                  74,	0,		37,	   0
                  75,	1,		38,	   0
                  76,	0,		38,	   0
                  77,	1,		39,	   0
                  78,	0,		39,	   0
                  79,	1,		40,	   0
                  80,	0,		40,	   0
                  81,	1,		41,	   0
                  82,	0,		41,	   0
                  83,	1,		42,	   0
                  84,	0,		42,	   0
                  85,	1,		43,	   0
                  86,	0,		43,	   0
                  87,	1,		44,	   0
                  88,	0,		44,	   0
                  89,	1,		45,	   0
                  90,	0,		45,	   0
                  91,	1,		46,	   0
                  92,	0,		46,	   0
                  93,	1,		47,	   0
                  94,	0,		47,	   0
                  95,	1,		48,	   0
                  96,	0,		48,	   0
                  97,	1,		49,	   0
