Vivado Simulator 2017.2
Time resolution is 1 ps
 Block Memory Generator module loading initial data...
 Block Memory Generator data initialization complete.
Block Memory Generator module blockmemory_tb.bram.inst.native_mem_module.blk_mem_gen_v8_3_6_inst is using a behavioral model for simulation which will not precisely model memory collision behavior.
		time,	CLK100MHZ_tb,	addra,	douta
                  63,	1,		 32,	1692
                  63,	1,		 32,	1711
                  64,	0,		 32,	1711
                  65,	1,		 33,	1711
                  65,	1,		 33,	1729
                  66,	0,		 33,	1729
                  67,	1,		 34,	1729
                  67,	1,		 34,	1747
                  68,	0,		 34,	1747
                  69,	1,		 35,	1747
                  69,	1,		 35,	1765
                  70,	0,		 35,	1765
                  71,	1,		 36,	1765
                  71,	1,		 36,	1782
                  72,	0,		 36,	1782
                  73,	1,		 37,	1782
                  73,	1,		 37,	1799
                  74,	0,		 37,	1799
                  75,	1,		 38,	1799
                  75,	1,		 38,	1815
                  76,	0,		 38,	1815
                  77,	1,		 39,	1815
                  77,	1,		 39,	1830
                  78,	0,		 39,	1830
                  79,	1,		 40,	1830
                  79,	1,		 40,	1846
                  80,	0,		 40,	1846
                  81,	1,		 41,	1846
                  81,	1,		 41,	1860
                  82,	0,		 41,	1860
                  83,	1,		 42,	1860
                  83,	1,		 42,	1875
                  84,	0,		 42,	1875
                  85,	1,		 43,	1875
                  85,	1,		 43,	1888
                  86,	0,		 43,	1888
                  87,	1,		 44,	1888
                  87,	1,		 44,	1901
                  88,	0,		 44,	1901
                  89,	1,		 45,	1901
                  89,	1,		 45,	1914
                  90,	0,		 45,	1914
                  91,	1,		 46,	1914
                  91,	1,		 46,	1926
                  92,	0,		 46,	1926
                  93,	1,		 47,	1926
                  93,	1,		 47,	1938
                  94,	0,		 47,	1938
                  95,	1,		 48,	1938
                  95,	1,		 48,	1949
                  96,	0,		 48,	1949
                  97,	1,		 49,	1949
                  97,	1,		 49,	1959
                  98,	0,		 49,	1959
                  99,	1,		 50,	1959
                  99,	1,		 50,	1969
                 100,	0,		 50,	1969
                 101,	1,		 51,	1969
                 101,	1,		 51,	1978
                 102,	0,		 51,	1978
                 103,	1,		 52,	1978
                 103,	1,		 52,	1987
                 104,	0,		 52,	1987
                 105,	1,		 53,	1987
                 105,	1,		 53,	1995
                 106,	0,		 53,	1995
                 107,	1,		 54,	1995
                 107,	1,		 54,	2003
                 108,	0,		 54,	2003
                 109,	1,		 55,	2003
                 109,	1,		 55,	2010
                 110,	0,		 55,	2010
                 111,	1,		 56,	2010
                 111,	1,		 56,	2016
                 112,	0,		 56,	2016
                 113,	1,		 57,	2016
                 113,	1,		 57,	2022
                 114,	0,		 57,	2022
                 115,	1,		 58,	2022
                 115,	1,		 58,	2027
                 116,	0,		 58,	2027
                 117,	1,		 59,	2027
                 117,	1,		 59,	2032
                 118,	0,		 59,	2032
                 119,	1,		 60,	2032
                 119,	1,		 60,	2036
                 120,	0,		 60,	2036
                 121,	1,		 61,	2036
                 121,	1,		 61,	2039
                 122,	0,		 61,	2039
                 123,	1,		 62,	2039
                 123,	1,		 62,	2042
                 124,	0,		 62,	2042
                 125,	1,		 63,	2042
                 125,	1,		 63,	2044
                 126,	0,		 63,	2044
                 127,	1,		 64,	2044
                 127,	1,		 64,	2046
                 128,	0,		 64,	2046
                 129,	1,		 65,	2046
                 129,	1,		 65,	2047
                 130,	0,		 65,	2047
                 131,	1,		 66,	2047
                 132,	0,		 66,	2047
                 133,	1,		 67,	2047
                 134,	0,		 67,	2047
                 135,	1,		 68,	2047
                 135,	1,		 68,	2046
                 136,	0,		 68,	2046
                 137,	1,		 69,	2046
                 137,	1,		 69,	2044
                 138,	0,		 69,	2044
                 139,	1,		 70,	2044
                 139,	1,		 70,	2042
                 140,	0,		 70,	2042
                 141,	1,		 71,	2042
                 141,	1,		 71,	2039
                 142,	0,		 71,	2039
                 143,	1,		 72,	2039
                 143,	1,		 72,	2036
                 144,	0,		 72,	2036
                 145,	1,		 73,	2036
                 145,	1,		 73,	2032
                 146,	0,		 73,	2032
                 147,	1,		 74,	2032
                 147,	1,		 74,	2027
                 148,	0,		 74,	2027
                 149,	1,		 75,	2027
                 149,	1,		 75,	2022
                 150,	0,		 75,	2022
                 151,	1,		 76,	2022
                 151,	1,		 76,	2016
                 152,	0,		 76,	2016
                 153,	1,		 77,	2016
                 153,	1,		 77,	2010
                 154,	0,		 77,	2010
                 155,	1,		 78,	2010
                 155,	1,		 78,	2003
                 156,	0,		 78,	2003
                 157,	1,		 79,	2003
                 157,	1,		 79,	1995
                 158,	0,		 79,	1995
                 159,	1,		 80,	1995
                 159,	1,		 80,	1987
                 160,	0,		 80,	1987
                 161,	1,		 81,	1987
                 161,	1,		 81,	1978
                 162,	0,		 81,	1978
                 163,	1,		 82,	1978
                 163,	1,		 82,	1969
                 164,	0,		 82,	1969
                 165,	1,		 83,	1969
                 165,	1,		 83,	1959
                 166,	0,		 83,	1959
                 167,	1,		 84,	1959
                 167,	1,		 84,	1949
                 168,	0,		 84,	1949
                 169,	1,		 85,	1949
                 169,	1,		 85,	1938
                 170,	0,		 85,	1938
                 171,	1,		 86,	1938
                 171,	1,		 86,	1926
                 172,	0,		 86,	1926
                 173,	1,		 87,	1926
                 173,	1,		 87,	1914
                 174,	0,		 87,	1914
                 175,	1,		 88,	1914
                 175,	1,		 88,	1901
                 176,	0,		 88,	1901
                 177,	1,		 89,	1901
                 177,	1,		 89,	1888
                 178,	0,		 89,	1888
                 179,	1,		 90,	1888
                 179,	1,		 90,	1875
                 180,	0,		 90,	1875
                 181,	1,		 91,	1875
                 181,	1,		 91,	1860
                 182,	0,		 91,	1860
                 183,	1,		 92,	1860
                 183,	1,		 92,	1846
                 184,	0,		 92,	1846
                 185,	1,		 93,	1846
                 185,	1,		 93,	1830
                 186,	0,		 93,	1830
                 187,	1,		 94,	1830
                 187,	1,		 94,	1815
                 188,	0,		 94,	1815
                 189,	1,		 95,	1815
                 189,	1,		 95,	1799
                 190,	0,		 95,	1799
                 191,	1,		 96,	1799
                 191,	1,		 96,	1782
                 192,	0,		 96,	1782
                 193,	1,		 97,	1782
                 193,	1,		 97,	1765
                 194,	0,		 97,	1765
                 195,	1,		 98,	1765
                 195,	1,		 98,	1747
                 196,	0,		 98,	1747
                 197,	1,		 99,	1747
                 197,	1,		 99,	1729
                 198,	0,		 99,	1729
                 199,	1,		100,	1729
                 199,	1,		100,	1711
                 200,	0,		100,	1711
                 201,	1,		101,	1711
                 201,	1,		101,	1692
                 202,	0,		101,	1692
                 203,	1,		102,	1692
                 203,	1,		102,	1673
                 204,	0,		102,	1673
                 205,	1,		103,	1673
                 205,	1,		103,	1653
                 206,	0,		103,	1653
                 207,	1,		104,	1653
                 207,	1,		104,	1633
                 208,	0,		104,	1633
                 209,	1,		105,	1633
                 209,	1,		105,	1613
                 210,	0,		105,	1613
                 211,	1,		106,	1613
                 211,	1,		106,	1592
                 212,	0,		106,	1592
                 213,	1,		107,	1592
                 213,	1,		107,	1571
                 214,	0,		107,	1571
                 215,	1,		108,	1571
                 215,	1,		108,	1550
                 216,	0,		108,	1550
                 217,	1,		109,	1550
                 217,	1,		109,	1528
                 218,	0,		109,	1528
                 219,	1,		110,	1528
                 219,	1,		110,	1506
                 220,	0,		110,	1506
                 221,	1,		111,	1506
                 221,	1,		111,	1484
                 222,	0,		111,	1484
                 223,	1,		112,	1484
                 223,	1,		112,	1461
                 224,	0,		112,	1461
                 225,	1,		113,	1461
                 225,	1,		113,	1438
                 226,	0,		113,	1438
                 227,	1,		114,	1438
                 227,	1,		114,	1415
                 228,	0,		114,	1415
                 229,	1,		115,	1415
                 229,	1,		115,	1392
                 230,	0,		115,	1392
                 231,	1,		116,	1392
                 231,	1,		116,	1368
                 232,	0,		116,	1368
                 233,	1,		117,	1368
                 233,	1,		117,	1345
                 234,	0,		117,	1345
                 235,	1,		118,	1345
                 235,	1,		118,	1321
                 236,	0,		118,	1321
                 237,	1,		119,	1321
                 237,	1,		119,	1296
                 238,	0,		119,	1296
                 239,	1,		120,	1296
                 239,	1,		120,	1272
                 240,	0,		120,	1272
                 241,	1,		121,	1272
                 241,	1,		121,	1248
                 242,	0,		121,	1248
                 243,	1,		122,	1248
                 243,	1,		122,	1223
                 244,	0,		122,	1223
                 245,	1,		123,	1223
                 245,	1,		123,	1198
                 246,	0,		123,	1198
                 247,	1,		124,	1198
                 247,	1,		124,	1174
                 248,	0,		124,	1174
                 249,	1,		125,	1174
                 249,	1,		125,	1149
                 250,	0,		125,	1149
                 251,	1,		126,	1149
                 251,	1,		126,	1124
                 252,	0,		126,	1124
                 253,	1,		127,	1124
                 253,	1,		127,	1099
                 254,	0,		127,	1099
                 255,	1,		128,	1099
                 255,	1,		128,	1074
                 256,	0,		128,	1074
                 257,	1,		129,	1074
                 257,	1,		129,	1049
                 258,	0,		129,	1049
                 259,	1,		130,	1049
                 259,	1,		130,	1024
                 260,	0,		130,	1024
                 261,	1,		131,	1024
                 261,	1,		131,	 998
                 262,	0,		131,	 998
                 263,	1,		132,	 998
                 263,	1,		132,	 973
                 264,	0,		132,	 973
                 265,	1,		133,	 973
                 265,	1,		133,	 948
                 266,	0,		133,	 948
                 267,	1,		134,	 948
                 267,	1,		134,	 923
                 268,	0,		134,	 923
                 269,	1,		135,	 923
                 269,	1,		135,	 898
                 270,	0,		135,	 898
                 271,	1,		136,	 898
                 271,	1,		136,	 873
                 272,	0,		136,	 873
                 273,	1,		137,	 873
                 273,	1,		137,	 849
                 274,	0,		137,	 849
                 275,	1,		138,	 849
                 275,	1,		138,	 824
                 276,	0,		138,	 824
                 277,	1,		139,	 824
                 277,	1,		139,	 799
                 278,	0,		139,	 799
                 279,	1,		140,	 799
                 279,	1,		140,	 775
                 280,	0,		140,	 775
                 281,	1,		141,	 775
                 281,	1,		141,	 751
                 282,	0,		141,	 751
                 283,	1,		142,	 751
                 283,	1,		142,	 726
                 284,	0,		142,	 726
                 285,	1,		143,	 726
                 285,	1,		143,	 702
                 286,	0,		143,	 702
                 287,	1,		144,	 702
                 287,	1,		144,	 679
                 288,	0,		144,	 679
                 289,	1,		145,	 679
                 289,	1,		145,	 655
                 290,	0,		145,	 655
                 291,	1,		146,	 655
                 291,	1,		146,	 632
                 292,	0,		146,	 632
                 293,	1,		147,	 632
                 293,	1,		147,	 609
                 294,	0,		147,	 609
                 295,	1,		148,	 609
                 295,	1,		148,	 586
                 296,	0,		148,	 586
                 297,	1,		149,	 586
                 297,	1,		149,	 563
                 298,	0,		149,	 563
                 299,	1,		150,	 563
                 299,	1,		150,	 541
                 300,	0,		150,	 541
                 301,	1,		151,	 541
                 301,	1,		151,	 519
                 302,	0,		151,	 519
                 303,	1,		152,	 519
                 303,	1,		152,	 497
                 304,	0,		152,	 497
                 305,	1,		153,	 497
                 305,	1,		153,	 476
                 306,	0,		153,	 476
                 307,	1,		154,	 476
                 307,	1,		154,	 455
                 308,	0,		154,	 455
                 309,	1,		155,	 455
                 309,	1,		155,	 434
                 310,	0,		155,	 434
                 311,	1,		156,	 434
                 311,	1,		156,	 414
                 312,	0,		156,	 414
                 313,	1,		157,	 414
                 313,	1,		157,	 394
                 314,	0,		157,	 394
                 315,	1,		158,	 394
                 315,	1,		158,	 374
                 316,	0,		158,	 374
                 317,	1,		159,	 374
                 317,	1,		159,	 355
                 318,	0,		159,	 355
                 319,	1,		160,	 355
                 319,	1,		160,	 336
                 320,	0,		160,	 336
                 321,	1,		161,	 336
                 321,	1,		161,	 318
                 322,	0,		161,	 318
                 323,	1,		162,	 318
                 323,	1,		162,	 300
                 324,	0,		162,	 300
                 325,	1,		163,	 300
                 325,	1,		163,	 282
                 326,	0,		163,	 282
                 327,	1,		164,	 282
                 327,	1,		164,	 265
                 328,	0,		164,	 265
                 329,	1,		165,	 265
                 329,	1,		165,	 248
                 330,	0,		165,	 248
                 331,	1,		166,	 248
                 331,	1,		166,	 232
                 332,	0,		166,	 232
                 333,	1,		167,	 232
                 333,	1,		167,	 217
                 334,	0,		167,	 217
                 335,	1,		168,	 217
                 335,	1,		168,	 201
                 336,	0,		168,	 201
                 337,	1,		169,	 201
                 337,	1,		169,	 187
                 338,	0,		169,	 187
                 339,	1,		170,	 187
                 339,	1,		170,	 172
                 340,	0,		170,	 172
                 341,	1,		171,	 172
                 341,	1,		171,	 159
                 342,	0,		171,	 159
                 343,	1,		172,	 159
                 343,	1,		172,	 146
                 344,	0,		172,	 146
                 345,	1,		173,	 146
                 345,	1,		173,	 133
                 346,	0,		173,	 133
                 347,	1,		174,	 133
                 347,	1,		174,	 121
                 348,	0,		174,	 121
                 349,	1,		175,	 121
                 349,	1,		175,	 109
                 350,	0,		175,	 109
                 351,	1,		176,	 109
                 351,	1,		176,	  98
                 352,	0,		176,	  98
                 353,	1,		177,	  98
                 353,	1,		177,	  88
                 354,	0,		177,	  88
                 355,	1,		178,	  88
                 355,	1,		178,	  78
                 356,	0,		178,	  78
                 357,	1,		179,	  78
                 357,	1,		179,	  69
                 358,	0,		179,	  69
                 359,	1,		180,	  69
                 359,	1,		180,	  60
                 360,	0,		180,	  60
                 361,	1,		181,	  60
                 361,	1,		181,	  52
                 362,	0,		181,	  52
                 363,	1,		182,	  52
                 363,	1,		182,	  44
                 364,	0,		182,	  44
                 365,	1,		183,	  44
                 365,	1,		183,	  37
                 366,	0,		183,	  37
                 367,	1,		184,	  37
                 367,	1,		184,	  31
                 368,	0,		184,	  31
                 369,	1,		185,	  31
                 369,	1,		185,	  25
                 370,	0,		185,	  25
                 371,	1,		186,	  25
                 371,	1,		186,	  20
                 372,	0,		186,	  20
                 373,	1,		187,	  20
                 373,	1,		187,	  15
                 374,	0,		187,	  15
                 375,	1,		188,	  15
                 375,	1,		188,	  11
                 376,	0,		188,	  11
                 377,	1,		189,	  11
                 377,	1,		189,	   8
                 378,	0,		189,	   8
                 379,	1,		190,	   8
                 379,	1,		190,	   5
                 380,	0,		190,	   5
                 381,	1,		191,	   5
                 381,	1,		191,	   3
                 382,	0,		191,	   3
                 383,	1,		192,	   3
                 383,	1,		192,	   1
                 384,	0,		192,	   1
                 385,	1,		193,	   1
                 385,	1,		193,	   0
                 386,	0,		193,	   0
                 387,	1,		194,	   0
                 388,	0,		194,	   0
                 389,	1,		195,	   0
                 390,	0,		195,	   0
                 391,	1,		196,	   0
                 391,	1,		196,	   1
                 392,	0,		196,	   1
                 393,	1,		197,	   1
                 393,	1,		197,	   3
                 394,	0,		197,	   3
                 395,	1,		198,	   3
                 395,	1,		198,	   5
                 396,	0,		198,	   5
                 397,	1,		199,	   5
                 397,	1,		199,	   8
                 398,	0,		199,	   8
                 399,	1,		200,	   8
                 399,	1,		200,	  11
                 400,	0,		200,	  11
                 401,	1,		201,	  11
                 401,	1,		201,	  15
                 402,	0,		201,	  15
                 403,	1,		202,	  15
                 403,	1,		202,	  20
                 404,	0,		202,	  20
                 405,	1,		203,	  20
                 405,	1,		203,	  25
                 406,	0,		203,	  25
                 407,	1,		204,	  25
                 407,	1,		204,	  31
                 408,	0,		204,	  31
                 409,	1,		205,	  31
                 409,	1,		205,	  37
                 410,	0,		205,	  37
                 411,	1,		206,	  37
                 411,	1,		206,	  44
                 412,	0,		206,	  44
                 413,	1,		207,	  44
                 413,	1,		207,	  52
                 414,	0,		207,	  52
                 415,	1,		208,	  52
                 415,	1,		208,	  60
                 416,	0,		208,	  60
                 417,	1,		209,	  60
                 417,	1,		209,	  69
                 418,	0,		209,	  69
                 419,	1,		210,	  69
                 419,	1,		210,	  78
                 420,	0,		210,	  78
                 421,	1,		211,	  78
                 421,	1,		211,	  88
                 422,	0,		211,	  88
                 423,	1,		212,	  88
                 423,	1,		212,	  98
                 424,	0,		212,	  98
                 425,	1,		213,	  98
                 425,	1,		213,	 109
                 426,	0,		213,	 109
                 427,	1,		214,	 109
                 427,	1,		214,	 121
                 428,	0,		214,	 121
                 429,	1,		215,	 121
                 429,	1,		215,	 133
                 430,	0,		215,	 133
                 431,	1,		216,	 133
                 431,	1,		216,	 146
                 432,	0,		216,	 146
                 433,	1,		217,	 146
                 433,	1,		217,	 159
                 434,	0,		217,	 159
                 435,	1,		218,	 159
                 435,	1,		218,	 172
                 436,	0,		218,	 172
                 437,	1,		219,	 172
                 437,	1,		219,	 187
                 438,	0,		219,	 187
                 439,	1,		220,	 187
                 439,	1,		220,	 201
                 440,	0,		220,	 201
                 441,	1,		221,	 201
                 441,	1,		221,	 217
                 442,	0,		221,	 217
                 443,	1,		222,	 217
                 443,	1,		222,	 232
                 444,	0,		222,	 232
                 445,	1,		223,	 232
                 445,	1,		223,	 248
                 446,	0,		223,	 248
                 447,	1,		224,	 248
                 447,	1,		224,	 265
                 448,	0,		224,	 265
                 449,	1,		225,	 265
                 449,	1,		225,	 282
                 450,	0,		225,	 282
                 451,	1,		226,	 282
                 451,	1,		226,	 300
                 452,	0,		226,	 300
                 453,	1,		227,	 300
                 453,	1,		227,	 318
                 454,	0,		227,	 318
                 455,	1,		228,	 318
                 455,	1,		228,	 336
                 456,	0,		228,	 336
                 457,	1,		229,	 336
                 457,	1,		229,	 355
                 458,	0,		229,	 355
                 459,	1,		230,	 355
                 459,	1,		230,	 374
                 460,	0,		230,	 374
                 461,	1,		231,	 374
                 461,	1,		231,	 394
                 462,	0,		231,	 394
                 463,	1,		232,	 394
                 463,	1,		232,	 414
                 464,	0,		232,	 414
                 465,	1,		233,	 414
                 465,	1,		233,	 434
                 466,	0,		233,	 434
                 467,	1,		234,	 434
                 467,	1,		234,	 455
                 468,	0,		234,	 455
                 469,	1,		235,	 455
                 469,	1,		235,	 476
                 470,	0,		235,	 476
                 471,	1,		236,	 476
                 471,	1,		236,	 497
                 472,	0,		236,	 497
                 473,	1,		237,	 497
                 473,	1,		237,	 519
                 474,	0,		237,	 519
                 475,	1,		238,	 519
                 475,	1,		238,	 541
                 476,	0,		238,	 541
                 477,	1,		239,	 541
                 477,	1,		239,	 563
                 478,	0,		239,	 563
                 479,	1,		240,	 563
                 479,	1,		240,	 586
                 480,	0,		240,	 586
                 481,	1,		241,	 586
                 481,	1,		241,	 609
                 482,	0,		241,	 609
                 483,	1,		242,	 609
                 483,	1,		242,	 632
                 484,	0,		242,	 632
                 485,	1,		243,	 632
                 485,	1,		243,	 655
                 486,	0,		243,	 655
                 487,	1,		244,	 655
                 487,	1,		244,	 679
                 488,	0,		244,	 679
                 489,	1,		245,	 679
                 489,	1,		245,	 702
                 490,	0,		245,	 702
                 491,	1,		246,	 702
                 491,	1,		246,	 726
                 492,	0,		246,	 726
                 493,	1,		247,	 726
                 493,	1,		247,	 751
                 494,	0,		247,	 751
                 495,	1,		248,	 751
                 495,	1,		248,	 775
                 496,	0,		248,	 775
                 497,	1,		249,	 775
                 497,	1,		249,	 799
                 498,	0,		249,	 799
                 499,	1,		250,	 799
                 499,	1,		250,	 824
                 500,	0,		250,	 824
                 501,	1,		251,	 824
                 501,	1,		251,	 849
                 502,	0,		251,	 849
                 503,	1,		252,	 849
                 503,	1,		252,	 873
                 504,	0,		252,	 873
                 505,	1,		253,	 873
                 505,	1,		253,	 898
                 506,	0,		253,	 898
                 507,	1,		254,	 898
                 507,	1,		254,	 923
                 508,	0,		254,	 923
                 509,	1,		255,	 923
                 509,	1,		255,	 948
                 510,	0,		255,	 948
                 511,	1,		  0,	 948
                 511,	1,		  0,	 973
